"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/25/2017 11:30:00 - 11:35:00","42911.1909722222","111,034,583 KByte","113699412831.2524","3,032,288 kbit/s","379035946.3655","52,622,190 KByte","53885122324.1209","1,437,080 kbit/s","179635037.9175","58,412,393 KByte","59814290507.1315","1,595,207 kbit/s","199400908.4479","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:35:00 - 11:40:00","42911.1944444444","113,746,772 KByte","116476694456.0945","3,106,356 kbit/s","388294477.6347","52,674,838 KByte","53939034396.6625","1,438,518 kbit/s","179814762.7985","61,071,934 KByte","62537660059.4320","1,667,838 kbit/s","208479714.8363","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:40:00 - 11:45:00","42911.1979166667","109,519,894 KByte","112148371350.3058","2,990,922 kbit/s","373865291.0301","50,111,276 KByte","51313946278.0298","1,368,509 kbit/s","171063593.9528","59,408,618 KByte","60834425072.2760","1,622,414 kbit/s","202801697.0773","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:45:00 - 11:50:00","42911.2013888889","108,256,112 KByte","110854258433.8287","2,956,311 kbit/s","369538830.7015","50,315,789 KByte","51523367927.5713","1,374,048 kbit/s","171756010.1592","57,940,323 KByte","59330890506.2573","1,582,263 kbit/s","197782820.5422","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:50:00 - 11:55:00","42911.2048611111","107,689,458 KByte","110274005348.7473","2,940,934 kbit/s","367616779.5071","49,841,010 KByte","51037194360.6047","1,361,128 kbit/s","170140995.3015","57,848,448 KByte","59236810988.1427","1,579,806 kbit/s","197475784.2056","0 %","0.0000","100 %","0000009999"
"06/25/2017 11:55:00 - 12:00:00","42911.2083333333","107,717,020 KByte","110302228514.9721","2,941,687 kbit/s","367710866.1365","50,124,954 KByte","51327952923.8719","1,368,882 kbit/s","171110287.4417","57,592,066 KByte","58974275591.1001","1,572,805 kbit/s","196600578.6949","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:00:00 - 12:05:00","42911.2118055556","107,181,349 KByte","109753701501.8516","2,927,058 kbit/s","365882259.8988","48,185,065 KByte","49341506779.2792","1,315,905 kbit/s","164488138.0781","58,996,284 KByte","60412194722.5724","1,611,153 kbit/s","201394121.8208","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:05:00 - 12:10:00","42911.2152777778","103,016,171 KByte","105488559486.1749","2,813,310 kbit/s","351663697.9904","47,401,867 KByte","48539512199.7136","1,294,516 kbit/s","161814555.4546","55,614,304 KByte","56949047286.4614","1,518,793 kbit/s","189849142.5358","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:10:00 - 12:15:00","42911.2187500000","106,080,397 KByte","108626326273.8815","2,896,992 kbit/s","362123966.6429","48,978,197 KByte","50153673793.5211","1,337,565 kbit/s","167195632.2083","57,102,200 KByte","58472652480.3604","1,559,427 kbit/s","194928334.4346","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:15:00 - 12:20:00","42911.2222222222","109,079,588 KByte","111697498137.6913","2,978,997 kbit/s","372374643.7448","50,319,823 KByte","51527498416.3777","1,374,250 kbit/s","171781232.2189","58,759,765 KByte","60169999721.3135","1,604,747 kbit/s","200593411.5259","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:20:00 - 12:25:00","42911.2256944444","113,381,658 KByte","116102817660.2116","3,096,282 kbit/s","387035194.5470","52,022,186 KByte","53270717956.2924","1,420,647 kbit/s","177580898.5809","61,359,472 KByte","62832099703.9192","1,675,634 kbit/s","209454295.9661","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:25:00 - 12:30:00","42911.2291666667","103,384,109 KByte","105865327252.1177","2,823,264 kbit/s","352907951.3705","46,616,909 KByte","47735714865.9454","1,273,037 kbit/s","159129658.1970","56,767,200 KByte","58129612386.1723","1,550,226 kbit/s","193778293.1735","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:30:00 - 12:35:00","42911.2326388889","112,931,700 KByte","115642060528.8310","3,083,994 kbit/s","385499235.0451","51,567,379 KByte","52804996598.1773","1,408,227 kbit/s","176028390.5533","61,364,320 KByte","62837063930.6537","1,675,767 kbit/s","209470844.4918","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:35:00 - 12:40:00","42911.2361111111","112,056,112 KByte","114745459085.2850","3,060,185 kbit/s","382523115.9292","53,101,993 KByte","54376441311.1500","1,450,183 kbit/s","181272931.6637","58,954,119 KByte","60369017774.1350","1,610,001 kbit/s","201250184.2655","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:40:00 - 12:45:00","42911.2395833333","113,447,856 KByte","116170604946.2100","3,098,089 kbit/s","387261167.2318","55,043,406 KByte","56364447326.0800","1,503,152 kbit/s","187894017.3548","58,404,451 KByte","59806157620.1300","1,594,937 kbit/s","199367149.8771","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:45:00 - 12:50:00","42911.2430555556","110,482,852 KByte","113134440503.5463","3,017,220 kbit/s","377152516.9302","54,095,327 KByte","55393614393.9019","1,477,311 kbit/s","184663847.6978","56,387,525 KByte","57740826109.6443","1,539,909 kbit/s","192488669.2324","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:50:00 - 12:55:00","42911.2465277778","112,374,287 KByte","115071269747.4237","3,068,772 kbit/s","383596472.2562","54,799,766 KByte","56114960122.0431","1,496,499 kbit/s","187062337.8960","57,574,521 KByte","58956309625.3807","1,572,273 kbit/s","196534134.3602","0 %","0.0000","100 %","0000009999"
"06/25/2017 12:55:00 - 13:00:00","42911.2500000000","107,967,541 KByte","110558761636.3213","2,948,332 kbit/s","368541490.1707","53,330,289 KByte","54610216225.9068","1,456,321 kbit/s","182040122.0904","54,637,251 KByte","55948545410.4145","1,492,011 kbit/s","186501368.0803","0 %","0.0000","100 %","0000010000"
"06/25/2017 13:00:00 - 13:05:00","42911.2534722222","107,101,990 KByte","109672437474.7475","2,924,793 kbit/s","365599164.8601","52,382,907 KByte","53640096295.2565","1,430,498 kbit/s","178812241.8003","54,719,083 KByte","56032341179.4910","1,494,295 kbit/s","186786923.0598","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:05:00 - 13:10:00","42911.2569444444","104,783,035 KByte","107297827708.7643","2,861,562 kbit/s","357695195.2154","50,173,402 KByte","51377563550.7388","1,370,205 kbit/s","171275672.7364","54,609,633 KByte","55920264158.0255","1,491,356 kbit/s","186419522.4790","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:10:00 - 13:15:00","42911.2604166667","107,266,945 KByte","109841351975.8415","2,929,396 kbit/s","366174457.3652","50,620,502 KByte","51835394116.9356","1,382,415 kbit/s","172801927.2492","56,646,443 KByte","58005957858.9059","1,546,980 kbit/s","193372530.1160","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:15:00 - 13:20:00","42911.2638888889","106,360,636 KByte","108913290945.0401","2,904,548 kbit/s","363068507.7173","49,224,284 KByte","50405666388.6276","1,344,241 kbit/s","168030089.9681","57,136,352 KByte","58507624556.4125","1,560,307 kbit/s","195038417.7492","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:20:00 - 13:25:00","42911.2673611111","107,416,705 KByte","109994705470.2286","2,933,485 kbit/s","366685686.8028","50,558,870 KByte","51772282435.6630","1,380,732 kbit/s","172591533.9389","56,857,835 KByte","58222423034.5656","1,552,753 kbit/s","194094152.8638","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:25:00 - 13:30:00","42911.2708333333","108,342,861 KByte","110943090021.1461","2,958,680 kbit/s","369834955.7342","51,178,611 KByte","52406898012.7753","1,397,610 kbit/s","174701306.7964","57,164,250 KByte","58536192008.3707","1,561,069 kbit/s","195133648.9378","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:30:00 - 13:35:00","42911.2743055556","116,420,847 KByte","119214947528.5899","3,179,383 kbit/s","397422900.7187","54,079,978 KByte","55377897640.5492","1,476,892 kbit/s","184611453.2805","62,340,869 KByte","63837049888.0407","1,702,492 kbit/s","212811447.4382","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:35:00 - 13:40:00","42911.2777777778","108,183,555 KByte","110779960079.9600","2,954,329 kbit/s","369291153.0101","48,749,559 KByte","49919548654.0597","1,331,277 kbit/s","166409589.4862","59,433,996 KByte","60860411425.9003","1,623,053 kbit/s","202881563.5239","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:40:00 - 13:45:00","42911.2812500000","119,874,129 KByte","122751107841.0981","3,273,690 kbit/s","409211280.5984","53,804,234 KByte","55095535190.0844","1,469,361 kbit/s","183670150.9820","66,069,895 KByte","67655572651.0137","1,804,329 kbit/s","225541129.6163","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:45:00 - 13:50:00","42911.2847222222","116,127,033 KByte","118914081723.9200","3,171,254 kbit/s","396406699.5264","50,979,598 KByte","52203108250.8720","1,392,176 kbit/s","174021962.3004","65,147,435 KByte","66710973473.0480","1,779,078 kbit/s","222384737.2260","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:50:00 - 13:55:00","42911.2881944444","115,999,290 KByte","118783272455.5636","3,167,765 kbit/s","395970639.5612","53,915,935 KByte","55209917580.4810","1,472,363 kbit/s","184045328.2902","62,083,354 KByte","63573354875.0827","1,695,402 kbit/s","211925311.2710","0 %","0.0000","100 %","0000009999"
"06/25/2017 13:55:00 - 14:00:00","42911.2916666667","114,854,023 KByte","117610519478.0900","3,136,594 kbit/s","392074272.3542","53,217,261 KByte","54494475512.5570","1,453,331 kbit/s","181666418.3504","61,636,762 KByte","63116043965.5330","1,683,263 kbit/s","210407854.0038","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:00:00 - 14:05:00","42911.2951388889","105,628,675 KByte","108163763323.4621","2,884,559 kbit/s","360569915.7393","49,259,968 KByte","50442206796.8331","1,345,215 kbit/s","168151899.4494","56,368,708 KByte","57721556526.6290","1,539,344 kbit/s","192418016.2898","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:05:00 - 14:10:00","42911.2986111111","116,213,455 KByte","119002577444.0054","3,173,614 kbit/s","396701704.9270","53,997,394 KByte","55293331566.4649","1,474,587 kbit/s","184323393.4478","62,216,060 KByte","63709245877.5405","1,699,026 kbit/s","212378311.4792","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:10:00 - 14:15:00","42911.3020833333","123,704,532 KByte","126673440262.6375","3,378,184 kbit/s","422272952.4056","57,569,736 KByte","58951409216.0900","1,572,142 kbit/s","196517798.5735","66,134,796 KByte","67722031046.5475","1,806,041 kbit/s","225755153.8321","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:15:00 - 14:20:00","42911.3055555556","114,864,946 KByte","117621704955.3743","3,136,683 kbit/s","392085419.3652","54,185,499 KByte","55485950694.9657","1,479,675 kbit/s","184959334.2944","60,679,448 KByte","62135754260.4087","1,657,009 kbit/s","207126085.0709","0 %","0.0000","100 %","0000010000"
"06/25/2017 14:20:00 - 14:25:00","42911.3090277778","122,257,956 KByte","125192146883.0276","3,338,680 kbit/s","417334978.6087","56,533,850 KByte","57890661967.4329","1,543,854 kbit/s","192981738.6740","65,724,106 KByte","67301484915.5947","1,794,826 kbit/s","224353239.9346","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:25:00 - 14:30:00","42911.3125000000","117,791,408 KByte","120618401846.8923","3,216,812 kbit/s","402101549.6446","55,941,074 KByte","57283659636.4659","1,527,717 kbit/s","190964628.5844","61,850,334 KByte","63334742210.4264","1,689,095 kbit/s","211136921.0602","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:30:00 - 14:35:00","42911.3159722222","118,971,322 KByte","121826633713.1598","3,248,927 kbit/s","406115853.4341","57,239,684 KByte","58613436206.6486","1,563,129 kbit/s","195391146.7653","61,731,638 KByte","63213197506.5112","1,685,798 kbit/s","210724706.6688","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:35:00 - 14:40:00","42911.3194444444","115,497,341 KByte","118269276917.7353","3,154,163 kbit/s","394270350.0941","55,993,963 KByte","57337817822.1803","1,529,161 kbit/s","191145173.9247","59,503,378 KByte","60931459095.5550","1,625,001 kbit/s","203125176.1695","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:40:00 - 14:45:00","42911.3229166667","116,839,994 KByte","119644154226.5480","3,190,830 kbit/s","398853732.7951","55,640,272 KByte","56975638244.0930","1,519,502 kbit/s","189937787.9258","61,199,723 KByte","62668515982.4550","1,671,328 kbit/s","208915944.8693","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:45:00 - 14:50:00","42911.3263888889","119,227,709 KByte","122089174238.0580","3,255,928 kbit/s","406991046.8633","56,879,284 KByte","58244387269.1363","1,553,287 kbit/s","194160901.6239","62,348,425 KByte","63844786968.9217","1,702,641 kbit/s","212830145.2394","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:50:00 - 14:55:00","42911.3298611111","118,675,715 KByte","121523932326.9212","3,240,962 kbit/s","405120286.4517","55,407,023 KByte","56736791983.2548","1,513,132 kbit/s","189141554.0996","63,268,692 KByte","64787140343.6663","1,727,830 kbit/s","215978732.3521","0 %","0.0000","100 %","0000009999"
"06/25/2017 14:55:00 - 15:00:00","42911.3333333333","117,680,314 KByte","120504641267.0875","3,213,564 kbit/s","401695527.4079","55,438,529 KByte","56769053217.8758","1,513,892 kbit/s","189236485.2758","62,241,785 KByte","63735588049.2117","1,699,672 kbit/s","212459042.1321","0 %","0.0000","100 %","0000010000"
"06/25/2017 15:00:00 - 15:05:00","42911.3368055556","110,418,471 KByte","113068514424.3634","3,015,462 kbit/s","376932741.3553","50,694,168 KByte","51910828230.1067","1,384,427 kbit/s","173053399.4403","59,724,303 KByte","61157686194.2568","1,631,035 kbit/s","203879341.9150","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:05:00 - 15:10:00","42911.3402777778","111,130,032 KByte","113797152512.4716","3,034,793 kbit/s","379349131.6503","51,236,421 KByte","52466095048.7992","1,399,189 kbit/s","174898643.4056","59,893,611 KByte","61331057463.6724","1,635,604 kbit/s","204450488.2448","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:10:00 - 15:15:00","42911.3437500000","112,746,261 KByte","115452171583.2427","3,078,930 kbit/s","384866229.6928","52,581,288 KByte","53843238571.9149","1,435,915 kbit/s","179489427.8682","60,164,974 KByte","61608933011.3277","1,643,014 kbit/s","205376801.8245","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:15:00 - 15:20:00","42911.3472222222","116,430,685 KByte","119225021887.5248","3,179,546 kbit/s","397443235.8408","54,504,504 KByte","55812612222.8201","1,488,436 kbit/s","186054444.3724","61,926,181 KByte","63412409664.7048","1,691,110 kbit/s","211388791.4684","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:20:00 - 15:25:00","42911.3506944444","115,970,388 KByte","118753676915.3239","3,166,976 kbit/s","395871981.1832","53,095,517 KByte","54369808953.8321","1,449,958 kbit/s","181244779.4981","62,874,871 KByte","64383867961.4917","1,717,018 kbit/s","214627201.6851","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:25:00 - 15:30:00","42911.3541666667","112,856,862 KByte","115565427196.0608","3,082,156 kbit/s","385269459.9149","52,674,128 KByte","53938307558.7336","1,438,547 kbit/s","179818334.3070","60,182,734 KByte","61627119637.3272","1,643,609 kbit/s","205451125.6078","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:30:00 - 15:35:00","42911.3576388889","113,116,000 KByte","115830783507.3010","3,089,130 kbit/s","386141225.8136","53,799,291 KByte","55090473891.7114","1,469,226 kbit/s","183653278.3002","59,316,709 KByte","60740309615.5896","1,619,904 kbit/s","202487947.5134","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:35:00 - 15:40:00","42911.3611111111","112,693,892 KByte","115398545152.8100","3,077,397 kbit/s","384674639.6640","54,437,104 KByte","55743594763.7528","1,486,545 kbit/s","185818176.4851","58,256,787 KByte","59654950389.0573","1,590,852 kbit/s","198856463.1790","0 %","0.0000","100 %","0000010000"
"06/25/2017 15:40:00 - 15:45:00","42911.3645833333","112,202,182 KByte","114895034514.3549","3,064,174 kbit/s","383021750.5562","54,271,458 KByte","55573972575.8981","1,482,121 kbit/s","185265101.7632","57,930,725 KByte","59321061938.4568","1,582,053 kbit/s","197756648.7931","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:45:00 - 15:50:00","42911.3680555556","111,118,738 KByte","113785587410.7937","3,034,485 kbit/s","379310578.7412","53,898,386 KByte","55191947100.5366","1,471,883 kbit/s","183985422.6966","57,220,352 KByte","58593640310.2571","1,562,601 kbit/s","195325156.0446","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:50:00 - 15:55:00","42911.3715277778","113,038,763 KByte","115751693557.4832","3,087,021 kbit/s","385877566.2816","53,195,384 KByte","54472072961.1350","1,452,734 kbit/s","181591735.7107","59,843,379 KByte","61279620596.3481","1,634,287 kbit/s","204285830.5709","0 %","0.0000","100 %","0000009999"
"06/25/2017 15:55:00 - 16:00:00","42911.3750000000","115,100,542 KByte","117862954735.7315","3,143,117 kbit/s","392889612.1062","54,058,921 KByte","55356335019.9348","1,476,218 kbit/s","184527267.6420","61,041,621 KByte","62506619715.7966","1,666,899 kbit/s","208362344.4641","0 %","0.0000","100 %","0000010000"
"06/25/2017 16:00:00 - 16:05:00","42911.3784722222","112,147,450 KByte","114838988602.7797","3,062,577 kbit/s","382822150.1526","51,787,347 KByte","53030242989.3938","1,414,234 kbit/s","176779261.9154","60,360,103 KByte","61808745613.3858","1,648,343 kbit/s","206042888.2372","0 %","0.0000","100 %","0000009999"
"06/25/2017 16:05:00 - 16:10:00","42911.3819444444","107,600,894 KByte","110183315905.6089","2,938,516 kbit/s","367314451.1305","50,334,797 KByte","51542831822.4920","1,374,613 kbit/s","171826622.0705","57,266,098 KByte","58640484083.1170","1,563,903 kbit/s","195487829.0600","0 %","0.0000","100 %","0000009999"
"06/25/2017 16:10:00 - 16:15:00","42911.3854166667","113,131,151 KByte","115846298715.5861","3,089,441 kbit/s","386180074.3902","52,998,817 KByte","54270789056.6243","1,447,318 kbit/s","180914691.1682","60,132,334 KByte","61575509658.9618","1,642,123 kbit/s","205265383.2221","0 %","0.0000","100 %","0000009999"
"06/25/2017 16:15:00 - 16:20:00","42911.3888888889","111,037,531 KByte","113702431324.8394","3,032,267 kbit/s","379033373.3077","51,168,559 KByte","52396604748.5371","1,397,336 kbit/s","174666993.6280","59,868,971 KByte","61305826576.3022","1,634,931 kbit/s","204366379.6797","0 %","0.0000","100 %","0000009999"
"06/25/2017 16:20:00 - 16:25:00","42911.3923611111","110,176,779 KByte","112821021695.2523","3,008,962 kbit/s","376120221.6804","50,821,003 KByte","52040706696.6871","1,387,937 kbit/s","173492154.6096","59,355,776 KByte","60780314998.5652","1,621,025 kbit/s","202628067.0708","0 %","0.0000","100 %","0000009999"
